nohup: ignoring input
 * Running on http://0.0.0.0:9222/ (Press CTRL+C to quit)
162.105.80.168 - - [21/May/2016 14:58:50] "GET /static/favicon.ico HTTP/1.1" 200 -
162.105.80.168 - - [21/May/2016 14:58:50] "GET /static/custom/img/index/bs-docs-masthead-pattern.png HTTP/1.1" 200 -
162.105.80.168 - - [21/May/2016 14:58:52] "GET /login HTTP/1.1" 200 -
162.105.80.168 - - [21/May/2016 14:58:52] "GET /static/lib/jquery/jquery-1.9.1.min.js HTTP/1.1" 200 -
162.105.80.168 - - [21/May/2016 14:58:52] "GET /static/custom/css/login.css HTTP/1.1" 200 -
162.105.80.168 - - [21/May/2016 14:58:52] "GET /static/lib/bootstrap-3.3.5-dist/js/bootstrap.min.js HTTP/1.1" 200 -
162.105.80.168 - - [21/May/2016 14:58:52] "GET /favicon.ico HTTP/1.1" 404 -
180.153.211.172 - - [21/May/2016 14:58:52] "GET /login HTTP/1.1" 200 -
162.105.80.168 - - [21/May/2016 14:58:52] "GET /static/lib/font-awesome-4.3.0/fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 200 -
162.105.80.168 - - [21/May/2016 14:58:57] "POST /login HTTP/1.1" 302 -
162.105.80.168 - - [21/May/2016 14:58:57] "GET /userinfo HTTP/1.1" 200 -
162.105.80.168 - - [21/May/2016 14:58:57] "GET /favicon.ico HTTP/1.1" 404 -
101.226.65.105 - - [21/May/2016 14:58:57] "GET /userinfo HTTP/1.1" 302 -
101.226.65.105 - - [21/May/2016 14:58:58] "GET /login HTTP/1.1" 200 -
101.226.65.105 - - [21/May/2016 14:58:58] "GET /login/ HTTP/1.1" 404 -
101.226.65.105 - - [21/May/2016 14:58:58] "GET /static/lib/jquery/jquery-1.9.1.min.js HTTP/1.1" 200 -
101.226.65.105 - - [21/May/2016 14:58:58] "GET /static/lib/bootstrap-3.3.5-dist/js/bootstrap.min.js HTTP/1.1" 200 -
162.105.80.168 - - [21/May/2016 14:59:02] "GET /monitor HTTP/1.1" 200 -
162.105.80.168 - - [21/May/2016 14:59:02] "GET /favicon.ico HTTP/1.1" 404 -
101.226.33.201 - - [21/May/2016 14:59:02] "GET /monitor HTTP/1.1" 302 -
101.226.33.201 - - [21/May/2016 14:59:02] "GET /login HTTP/1.1" 200 -
101.226.33.201 - - [21/May/2016 14:59:57] "GET /static/lib/bootstrap-3.3.5-dist/js/bootstrap.min.js HTTP/1.1" 200 -
101.226.33.201 - - [21/May/2016 14:59:57] "GET /login/ HTTP/1.1" 404 -
101.226.33.201 - - [21/May/2016 14:59:57] "GET /static/lib/jquery/jquery-1.9.1.min.js HTTP/1.1" 200 -
180.153.214.176 - - [21/May/2016 15:01:55] "GET /static/lib/jquery/jquery.cookie.js HTTP/1.1" 200 -
180.153.211.172 - - [21/May/2016 15:02:20] "GET /login/ HTTP/1.1" 404 -
180.153.211.172 - - [21/May/2016 15:02:20] "GET /static/lib/jquery/jquery-1.9.1.min.js HTTP/1.1" 200 -
180.153.211.172 - - [21/May/2016 15:02:20] "GET /static/lib/bootstrap-3.3.5-dist/js/bootstrap.min.js HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:41:37] "GET / HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:41:37] "GET /static/custom/css/index.css HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:41:37] "GET /static/lib/jquery/jquery.cookie.js HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:41:37] "GET /static/lib/bootstrap-3.3.5-dist/css/bootstrap.min.css HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:41:37] "GET /static/lib/font-awesome-4.3.0/css/font-awesome.min.css HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:41:37] "GET /static/custom/img/index/bs-docs-masthead-pattern.png HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:41:37] "GET /static/favicon.ico HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:41:39] "GET /login HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:41:39] "GET /static/lib/jquery/jquery-1.9.1.min.js HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:41:39] "GET /static/lib/bootstrap-3.3.5-dist/js/bootstrap.min.js HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:41:39] "GET /static/custom/css/login.css HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:41:40] "GET /static/lib/font-awesome-4.3.0/fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:41:44] "POST /login HTTP/1.1" 302 -
115.27.195.183 - - [21/May/2016 23:41:44] "GET /userinfo HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:42:13] "GET /monitor HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:43:33] "GET /instance?id=6 HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:43:50] "GET /instance?id=7 HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:44:03] "GET /instance?id=7 HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:44:03] "GET /static/lib/jquery/jquery-1.9.1.min.js HTTP/1.1" 304 -
115.27.195.183 - - [21/May/2016 23:44:03] "GET /static/lib/bootstrap-3.3.5-dist/css/bootstrap.min.css HTTP/1.1" 304 -
115.27.195.183 - - [21/May/2016 23:44:03] "GET /static/lib/bootstrap-3.3.5-dist/js/bootstrap.min.js HTTP/1.1" 304 -
115.27.195.183 - - [21/May/2016 23:44:24] "GET /instance?id=9 HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:44:45] "GET /instance?id=5 HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:45:05] "GET /instance?id=11 HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:45:23] "GET /instance?id=14 HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:45:29] "GET /instance?id=14 HTTP/1.1" 200 -
115.27.195.183 - - [21/May/2016 23:45:29] "GET /static/lib/jquery/jquery-1.9.1.min.js HTTP/1.1" 304 -
115.27.195.183 - - [21/May/2016 23:45:29] "GET /static/lib/bootstrap-3.3.5-dist/js/bootstrap.min.js HTTP/1.1" 304 -
115.27.195.183 - - [21/May/2016 23:45:29] "GET /static/lib/bootstrap-3.3.5-dist/css/bootstrap.min.css HTTP/1.1" 304 -
162.105.185.123 - - [22/May/2016 07:26:28] "GET /userinfo HTTP/1.1" 200 -
162.105.185.123 - - [22/May/2016 07:26:28] "GET /static/lib/bootstrap-3.3.5-dist/css/bootstrap.min.css HTTP/1.1" 304 -
162.105.185.123 - - [22/May/2016 07:26:28] "GET /static/lib/jquery/jquery-1.9.1.min.js HTTP/1.1" 304 -
162.105.185.123 - - [22/May/2016 07:26:28] "GET /static/lib/bootstrap-3.3.5-dist/js/bootstrap.min.js HTTP/1.1" 304 -
162.105.185.123 - - [22/May/2016 07:26:28] "GET /static/favicon.ico HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:18:52] "GET / HTTP/1.1" 200 -
115.27.206.91 - - [22/May/2016 23:18:52] "GET /static/lib/font-awesome-4.3.0/css/font-awesome.min.css HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:18:52] "GET /static/lib/bootstrap-3.3.5-dist/css/bootstrap.min.css HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:18:52] "GET /static/custom/css/index.css HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:18:52] "GET /static/lib/jquery/jquery.cookie.js HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:18:52] "GET /static/custom/img/index/bs-docs-masthead-pattern.png HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:18:54] "GET /login HTTP/1.1" 200 -
115.27.206.91 - - [22/May/2016 23:18:54] "GET /static/lib/bootstrap-3.3.5-dist/css/bootstrap.min.css HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:18:54] "GET /static/lib/font-awesome-4.3.0/css/font-awesome.min.css HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:18:54] "GET /static/custom/css/login.css HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:18:54] "GET /static/lib/jquery/jquery-1.9.1.min.js HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:18:54] "GET /static/lib/bootstrap-3.3.5-dist/js/bootstrap.min.js HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:18:55] "GET /static/lib/font-awesome-4.3.0/fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:19:00] "POST /login HTTP/1.1" 302 -
115.27.206.91 - - [22/May/2016 23:19:00] "GET /userinfo HTTP/1.1" 200 -
115.27.206.91 - - [22/May/2016 23:19:01] "GET /static/lib/bootstrap-3.3.5-dist/js/bootstrap.min.js HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:19:01] "GET /static/lib/jquery/jquery-1.9.1.min.js HTTP/1.1" 304 -
115.27.206.91 - - [22/May/2016 23:19:04] "GET /monitor HTTP/1.1" 200 -
115.27.206.91 - - [22/May/2016 23:19:08] "GET /instance?id=6 HTTP/1.1" 200 -
115.27.206.91 - - [22/May/2016 23:19:54] "GET /instance?id=7 HTTP/1.1" 200 -
115.27.206.91 - - [22/May/2016 23:20:14] "GET /instance?id=9 HTTP/1.1" 200 -
115.27.206.91 - - [22/May/2016 23:20:33] "GET /instance?id=5 HTTP/1.1" 200 -
115.27.206.91 - - [22/May/2016 23:20:56] "GET /instance?id=11 HTTP/1.1" 200 -
115.27.206.91 - - [22/May/2016 23:21:18] "GET /instance?id=14 HTTP/1.1" 200 -
162.105.80.167 - - [23/May/2016 08:46:36] "GET /userinfo HTTP/1.1" 302 -
162.105.80.167 - - [23/May/2016 08:46:36] "GET /login HTTP/1.1" 200 -
162.105.80.167 - - [23/May/2016 08:46:37] "GET /static/lib/bootstrap-3.3.5-dist/css/bootstrap.min.css HTTP/1.1" 304 -
162.105.80.167 - - [23/May/2016 08:46:37] "GET /static/lib/font-awesome-4.3.0/css/font-awesome.min.css HTTP/1.1" 304 -
162.105.80.167 - - [23/May/2016 08:46:37] "GET /static/custom/css/login.css HTTP/1.1" 304 -
162.105.80.167 - - [23/May/2016 08:46:37] "GET /static/lib/jquery/jquery-1.9.1.min.js HTTP/1.1" 304 -
162.105.80.167 - - [23/May/2016 08:46:37] "GET /static/lib/bootstrap-3.3.5-dist/js/bootstrap.min.js HTTP/1.1" 304 -
162.105.80.167 - - [23/May/2016 08:46:39] "GET /static/lib/font-awesome-4.3.0/fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 304 -
Exception in thread Thread-350:
Traceback (most recent call last):
  File "/usr/lib/python2.7/threading.py", line 810, in __bootstrap_inner
    self.run()
  File "/usr/lib/python2.7/threading.py", line 1082, in run
    self.function(*self.args, **self.kwargs)
  File "monitor.py", line 217, in check_docker_stats
    st['dockerid'], currtime, cpu, memuse, memall, mempercent, netin, netout)
TypeError: a float is required

162.105.80.167 - - [23/May/2016 11:03:04] "POST /login HTTP/1.1" 302 -
162.105.80.167 - - [23/May/2016 11:03:04] "GET /userinfo HTTP/1.1" 200 -
